26,1111111111111000
39,3869047619048000
27,7369047619048000
14,1488095238095000
19,1297619047619000
05,1599206349206300
19,2523809523810000
30,1083333333333000
12,5083333333333000
13,5680555555556000
*** *** *** *** *** ***
29,2914285714286000
18,4601190476190000
23,9119047619048000
32,3666666666667000
19,8930555555556000
22,1601190476190000
38,1654761904762000
30,3238095238095000
20,3297619047619000
39,2492063492063000
*** *** *** *** *** ***
16,8576388888889000
39,8704089506173000
26,7059027777778000
11,3016203703704000
30,1813425925926000
17,3168650793651000
14,3906084656085000
08,0664285714285700
18,5356095679012000
09,7331018518518500
*** *** *** *** *** ***
