29,6695039682540000
25,8458333333333000
17,6608333333333000
22,2732142857143000
77,6271064814815000
34,1406250000000000
30,0833333333333000
13,6646428571429000
20,7601587301587000
16,5215773809524000
*** *** *** *** *** ***
23,3270833333333000
39,3750000000000000
12,2845804988662000
19,9837301587302000
19,1755668934240000
21,6591269841270000
40,2452380952381000
14,1142857142857000
37,5496031746032000
18,1740079365079000
*** *** *** *** *** ***
38,5670634920635000
9,7305555555555500
15,4556216931217000
18,5563051146384000
24,7440476190476000
16,4578042328042000
9,7042857142857100
18,8343253968254000
11,7998677248677000
8,5744819223985900
*** *** *** *** *** ***
