-03,9558921672464100
04,7297746385462300
-01,3812792609338400
01,4689395021708400
00,2717977465618930
00,5612801443609460
02,9574949745624700
-00,4745529699485430
02,8028978344936100
-02,1030621487845700
*** *** *** *** *** ***
00,4643890020929030
00,4997707874009000
-00,8057035440195970
01,1404660902150600
00,6095925600762760
-01,9255988974931800
00,2847288664378060
-00,0357757292386754
-01,0999609805411900
01,0605816482802700
*** *** *** *** *** ***
-02,6766642795791200
01,9106823125666500
01,1139928126218100
-00,0228217413064937
00,9746024263667510
-01,9290715571123500
-03,4005867551618600
-00,8428644936805710
01,6263880440389700
04,4576785974483000
*** *** *** *** *** ***
