-3,9558910000000000
4,7297730000000000
-1,3812790000000000
1,4689390000000000
0,2717975000000000
0,5612804000000000
2,9574940000000000
-0,4745529000000000
2,8028970000000000
-2,1030620000000000
*** *** *** *** *** ***
0,4643887000000000
0,4997711000000000
-0,8057035000000000
1,1404660000000000
0,6095920000000000
-1,9256000000000000
0,2847298000000000
-0,0357763100000000
-1,0999600000000000
1,0605820000000000
*** *** *** *** *** ***
-2,6766650000000000
1,9106820000000000
1,1139930000000000
-0,0228215300000000
0,9746026000000000
-1,9290720000000000
-3,4005870000000000
-0,8428648000000000
1,6263880000000000
4,4576790000000000
*** *** *** *** *** ***
