0,0548176124241380
-1,1287276583348300
0,5560720606886260
0,0149038248788581
0,0694959944051491
-0,6562792014341780
2,6477839869610500
-2,1834538631592500
2,0222441733606000
0,9256306768451350
0,7075228841149540
0,8924889951226680
1,5765110851038800
2,3455934255833700
-0,1909969599664360
-0,4771772161086040
-0,8620622968208160
-1,6830744555548200
-0,5282763681290720
0,5295831938163350
-1,0725024458730400
0,6796642042641600
-2,7637196706572400
0,9088484883546440
-0,5883873278267590
3,3948191359002400
-0,7566170756230460
-0,2561768445753520
-0,4422903367837370
-1,7410264240907800
0,1290750111752490
1,4013796347731400
1,1668921825322300
-0,6571597115201670
1,1568618548440000
0,6133987103430070
-5,2482278713229900
1,1681046498030500
-1,2713731022291000
-0,5522308610964740
-0,4767118304720890
-1,0560654987988000
-0,5115528952902760
-0,2530205336092280
1,0425504391047300
-1,4622883017211100
1,5263072251121300
1,8205872485042900
-0,9796145842903810
0,6290473545516490
*** *** *** *** *** ***
3,5058838175672900
-4,9336662738822300
-1,5417379178547100
-7,8787768103761400
-6,2195699333107600
-4,2783420662550600
-3,5378252012016600
5,5432850566477400
1,9591712920736300
2,9890420642482500
-6,1520131193949300
-2,0001073892124600
-4,1884533654375200
-0,9742715682006380
-0,5141117634857640
-2,7162438096921700
-6,0453578987721100
2,0003122468242700
12,6045314356038000
6,3647841098067500
3,0370217651981100
1,1354670715394000
-4,8786253280374800
-3,7518196242991100
6,5984830815000300
2,4488643757947300
2,6321454561289000
2,5442657575142100
-1,1041827608732800
-6,6041825066583700
2,9621107702895400
2,0693027604729100
8,5576563039618300
3,6307238594016900
3,5469760281656500
7,6520914750270000
3,6410641435062900
-5,6814201854299700
4,3388226405379300
0,0023893578278539
-9,0433070074955500
-4,4540474215781000
0,4822912097720940
-8,0592107324185400
-1,3271768824321200
3,8790677720362800
-4,4193951216548500
4,5031510701392400
-0,5911590365589440
-8,6679019079926500
*** *** *** *** *** ***
4,6002646817911100
2,9021605217456300
-7,7751082810236400
0,4694418410128180
-3,8466786052533400
-13,6667896749416000
-4,5361165191618600
5,1460526567799800
0,7320507108341570
-1,4808172862760500
0,1739382890774800
1,7325347460018500
2,9292571069029300
2,5156273982228300
3,5836091703891000
2,1364288877610100
-8,9920326740666800
2,5379616551765300
-3,2964996255120300
-3,2807226048326100
-1,5778807288989500
7,5508205156499300
-0,4776080202978450
16,2079688554622000
-1,4768843600255500
8,4513839242485400
-0,3997004758923970
-1,9077777058897900
-2,9819245664178200
0,6177265290808170
-2,5335097211206200
2,3273576785334500
-7,4584372202874400
5,2357964134602400
-2,6443853810202400
1,2945275098585300
-2,6616424766126600
-6,0910271583293200
0,8763777658546440
-0,1467672488679320
0,1829099637825360
4,0683073129777300
-1,6638967484722300
-0,8689307890928480
6,9349941772359300
-0,0592459053001526
-7,5527854059999900
-3,6049821834001800
2,2450856292596500
2,0275206952890900
*** *** *** *** *** ***
