2,3417294613878100
-20,9843117046556000
-17,1321975091783000
18,4293697452891000
3,1919307735564000
6,0172942311233800
-3,9167922532009100
9,8337035431275400
7,6312344768058500
-12,9125173256953000
-23,8445251903055000
19,7288445221187000
2,6719384572853900
5,3346329943095700
-8,0329938934961500
-25,6370574162452000
0,4513991642650700
9,9289075216631500
-1,0231829401462500
4,1873379991328300
*** *** *** *** *** ***
-4,0240193481362900
0,8088957301628120
-2,9610984234348200
-3,3901281845749000
9,1139010462275500
4,2045778509439600
1,3786191113094200
-1,8064450160701900
4,6396661828598000
-5,8929532100768900
-1,6513750883650000
0,4676161312887470
4,6104642220436400
0,0827249542615001
1,2876367290417600
-3,1097854816473800
2,1442690633400500
-3,8784962845109600
-0,7355455477114810
3,2279717725609000
*** *** *** *** *** ***
7,0559048507884900
10,6573743188502000
6,8117035055309000
-0,7051746986965800
-9,2026831045733300
-18,3238109564435000
5,2490625204396900
0,9936796744739350
2,3656470995776600
1,5353122293408500
-0,7553904569604260
5,8559644887170500
-3,6580441954449900
-4,9904091304045900
-4,9854294501282000
-3,6678581083828800
5,8292012729032800
1,4252512612086100
-0,5736372187604640
8,4743982303416200
*** *** *** *** *** ***
