0,8989345800500430
0,4045535907689190
1,1326317620396000
0,5699972825968570
1,0021655485598500
-0,3172103284302370
0,2887968486254400
-2,6474061244616000
-0,2988643425031340
-1,2249159730656800
-1,0729087014985800
0,0546983745266188
-1,0556596952667200
-1,0677767840347600
1,4394567317403700
0,8159939246552810
0,4799805030503310
-0,4202116523398360
0,2616037816175320
-0,4698112268024040
1,1747193788232400
0,7194880587626580
-0,1700034608828120
-0,9423910927015430
0,0281466496641721
0,8615780298151180
-0,2823428051714890
-2,6902760538057100
0,3015396527862850
-0,0758156014734084
-0,6981940724148940
0,0233755626330337
0,5341189504839640
0,0287051793739036
0,7001157699710170
-0,9308410611228850
-1,8654567833830000
1,8561693941258300
-0,0649340798577171
-0,9214758809707960
0,0155327281123473
0,6515084002861330
0,9475041269698130
0,1813270500505560
-0,3411161093582020
-0,5000129472488960
-0,6161489289868390
0,4242131246729850
1,3722018356690900
1,8417086098539000
*** *** *** *** *** ***
