0,8989329000000000
0,4045527000000000
1,1326300000000000
0,5699959000000000
1,0021650000000000
-0,3172096000000000
0,2887969000000000
-2,6474030000000000
-0,2988632000000000
-1,2249150000000000
-1,0729060000000000
0,0546974100000000
-1,0556580000000000
-1,0677760000000000
1,4394550000000000
0,8159914000000000
0,4799791000000000
-0,4202111000000000
0,2616030000000000
-0,4698096000000000
1,1747170000000000
0,7194874000000000
-0,1700029000000000
-0,9423897000000000
0,0281468400000000
0,8615782000000000
-0,2823445000000000
-2,6902720000000000
0,3015379000000000
-0,0758158500000000
-0,6981941000000000
0,0233777400000000
0,5341191000000000
0,0287067800000000
0,7001145000000000
-0,9308410000000000
-1,8654530000000000
1,8561700000000000
-0,0649345200000000
-0,9214754000000000
0,0155318500000000
0,6515085000000000
0,9475026000000000
0,1813275000000000
-0,3411168000000000
-0,5000127000000000
-0,6161512000000000
0,4242136000000000
1,3722010000000000
1,8417080000000000
*** *** *** *** *** ***
