0,8989353000000000
0,4045549000000000
1,1326340000000000
0,5699977000000000
1,0021670000000000
-0,3172118000000000
0,2887980000000000
-2,6474080000000000
-0,2988651000000000
-1,2249170000000000
-1,0729100000000000
0,0546986800000000
-1,0556620000000000
-1,0677790000000000
1,4394610000000000
0,8159944000000000
0,4799803000000000
-0,4202122000000000
0,2616036000000000
-0,4698106000000000
1,1747210000000000
0,7194865000000000
-0,1700000000000000
-0,9423932000000000
0,0281479000000000
0,8615800000000000
-0,2823417000000000
-2,6902800000000000
0,3015403000000000
-0,0758168000000000
-0,6981947000000000
0,0233751700000000
0,5341190000000000
0,0287049700000000
0,7001149000000000
-0,9308414000000000
-1,8654570000000000
1,8561740000000000
-0,0649342800000000
-0,9214765000000000
0,0155305700000000
0,6515088000000000
0,9475041000000000
0,1813275000000000
-0,3411185000000000
-0,5000128000000000
-0,6161520000000000
0,4242131000000000
1,3722040000000000
1,8417110000000000
*** *** *** *** *** ***
