92,7981835789872000
145,4986111111110000
152,1289082577480000
105,3002777777780000
197,2956150793650000
153,9676322751320000
114,3611838624340000
90,2578042328042000
228,1898270975060000
148,7230158730160000
153,6615740740740000
97,0006264172336000
150,5136309523810000
145,4518287037040000
98,1390277777778000
127,1951058201060000
133,4387698412700000
120,3722883597880000
119,1162136243390000
119,6612764550260000
122,0689318783070000
120,8402678571430000
164,6196296296300000
90,6212962962963000
114,6590674603170000
79,8564980158730000
118,6881386999240000
115,1526917989420000
185,3267592592590000
144,2496494708990000
97,9782454648526000
140,6327513227510000
85,2862221277400000
163,8976785714290000
143,9163888888890000
141,0116335978840000
119,9975718065000000
114,8672619047620000
99,7565532879819000
93,1218466553288000
181,4292913832200000
109,1601851851850000
168,2812929894180000
81,2866402116402000
133,0650132275130000
166,9874173280420000
161,3350595238100000
139,3717238284200000
132,4403344671200000
139,6765641534390000
*** *** *** *** *** ***
